,URL,Description,Title
109,https://phoenix.craigslist.org/nph/gms/d/glendale-estate-salegarage-saleyard/7441028255.html,"This is it. I'm cleaning out everything! Come and get it. 
vintage, antique, collectible, useful, handy, unusual, gifts You name it, it's here!
Everything is still available. Items will be removed from this listing when sold.
Sales prior to sale date may be available.
Listed alphabetically:

8-Track Tape STORAGE CONTAINER 12 tapes - $8
AC/DC Adapters/Converters, Transformers, Power Supplies (30) - 3.7, 4.5, 5, 6, 9, 12, 15 - $9 each
A/C AIR FILTER Washable, Reusable, Adjustable, Electrostatically charged fibers - $15
AIR FILTER-Amway PUREFLOW Air Treatment System E-9372 - $450
AMWAY 2-35mm films&cassette tapes~A Plan For Financial Success&Getting - $35 
Amway Water Treatment System DEMONSTRATION KIT AD-4552 - $95 
AMWAY Water Treatment System Housing; chrome Auxiliary Faucet Kit - $325-$65
ART ~ Macaw Parrot Art - Five piece Felt Oak framed tropical wildlife mural - $3550
ART ~ (6) Framed Art~SOUTHWEST PAINTINGS~Double Matted~Glass - $175 
ART ~ HANDMADE MEXICAN ART~Heavy Wood Frame~ENGRAVED ALUMINUM - $215 
ARTIFICIAL FLORAL ARRANGEMENT 4 yellow roses, 9 purple flower stems - $52
Artificial Flower arrangement vessel (3) / Soap Dish (4) ? - $1 each
ARTIFICIAL FLOWER ARTIFICIAL ROSE - $19
BACK SUPPORT ~ Orthopedic Deluxe Lumbar Support 16in Height Beige Padded - $15
BATHROOM FAUCET ~2 Porcelain Lever Handles~Polished Brass~Mid-Arc - $75 
BLOOD Glucose MONITOR Bio-Dynamics model 790: Accu-Check bG - $54
BOOK-Commitment to Excellence - The Remarkable Amway Story SA-4026 - $35
BOOK-Painting & Wallpapering by Robert C Yeager 95 page book for Ortho Books - $6
BOOK-TRAILER LIFE Campground & RV Services DIRECTORY - $3 
BOOKS (120) ~ Fiction paperback books and hardback books $1, $1.50, $2, $3, $4, $5 ! email me for list of authors and titles
BOOKS (2) Sidney Sheldon ~ The Doomsday Conspiracy & Memories of Midnight - $6 each
BOOKS-CCH Commerce Clearing House Inc Federal Tax Guide 1975 1-4 - $395 
BOOKS-Gulf Coast Goods D. Thomas or The Commanders by Bob Woodward hardcover - $3 
BOOKS-The Commanders by Bob Woodward hardcover $10 / Gulf Coast Goods D. Thomas - $5
Bowling ACCESSORY POUCH/accessory bag ~ Master Bowler's Accessory Case - $5
Bowling WRIST SUPPORT beige vinyl w/ velcro - $3
CABINET, STORAGE Tall, Large, Deep, 8 Shelves - $75
CALCULATORS (3) APF Mark 210 desk printing CALCULATOR main+2 memories $35 each
CALCULATORS (3) HANDHELD CALCULATORS ~ APF Mark 30, Sears M8, Unisonic XL-113B PRINTING - $7 
CALENDAR ~ Perpetual Desk CALENDAR ~ Imagine a calendar that never goes out of date - $4
CAMERA ~ 1999 Charter Member Diamondbackers 35mm Camera - $8
CAMERA ~ Kodak Max disposable 35mm CAMERA - $5
CAMERA ~ Polaroid PDC 4055 4.2 Megapixel Digital Zoom Camera - $15 
CAMERA ~ Vivitar 35mm CAMERA with roll of 35mm FILM - $25 
CAMERAS (2) 35mm ~ Clayton RL-2 - $7;  Vivitar - $5
CAMPING CHEST, Sturdy, Well-Built Wooden 36""Wx17""Dx25""H - $250
CAR ~ 1991 Lincoln Town Car ~ white exterior /dark blue interior ~ - $15,000 
CAR BRA, LeBra by Covercraft ST 11-85 protects the front of your car - $57 
CD Player ~ SONY DiscmanESP CD Compact Player - $29
CDs (128) 80's, 90's, Country, Classical, Oldies, Pop, Sound Tracks -  various prices
Cell Phone Car Charger MOBILE BATTERY CHARGER - $7
CELL PHONE ~ Virgin Mobile Marbl super thin flip phone - $45 
ceramic Votive with Lion and Garland motif 4x4x4 - $22
CHAIR, HEAVY DUTY Vintage Industrial upholstered METAL OFFICE CHAIR - $225 
CHANDELIER Two Tier metal w/ leaves 9 Uplights w/ Shades - $175
CHANDELIERS, heavy BRASS - $1,200 ~ GOLD CHANDELIERS ~ waterfall - 10 light - $180; two tier - 11 light - $180; 
CHANDELIER ~ Mexican Handmade WROUGHT IRON - $175 
CLOCK ~ Animal's Kingdom CLOCK 12 wild animal sounds - $25
CLOCK ~ Conair CLOCK/FM-AM radio/alarm clock - $10
CLOCK ~ Pyramid Talking Alarm CLOCK - $25 
CLOCK ~ TALKING CLOCK, Day, Temperature~ALARM beep - $19 
COFFEE MAKER ~ Toshiba My Cafe mill & drip 8 cup for parts - $65 
COFFEE MAKER/ICED TEA White-Westinghouse - $15
COFFEE MUGS 15 different MUGS ~ tea mug Use for gifts or personal - $1-$2-$3-$4-$5 & up
COFFEE POT, GLASS COFFEE CARAFE, CARAFE for/with a Melitta COFFEE MAKER ~   - $5 
COMPUTER ~ Palm sized to manage your finances ~ PA-8 Personal Accountant - $20
COMPUTER ~ Commodore 64~5 Consoles~6 Drives~Monitor~Printer~Joystick~55Games++ - various prices
COMPUTER ~ Macintosh EXTERNAL DATA STORAGE~Marlow Data Systems~MDS88~88 Megabyte - $75 
COMPUTER ~ MultiTech Systems MultiModem 1200/300 BPS Intelligent Modem - $54 
COMPUTER DESK, CORNER~Tower or Desktop,2 hutches light color blond wood - $175 
COMPUTER SCANNER ~ Plustek OpticPro 9630P Flatbed Scanner - $10 
CONFERENCE CALLER, Duofone Telephone Cat. No. 43-234 ~ 3 line - $54 
COOLER JUG Keep drinks or soups cool or warm - $25
COPY MACHINE ~ Panasonic FP-7117 with System Console 500 sheet Paper drawer - $875 
CRATES (6) SMALL WOOD decorative Cactus basket that say Made in Arizona - $4 each: 11""Lx3 1/4""Wx3 3/4""H 3 compartment; 7""Lx3 3/8""Wx6 1/4""H; 8""Wx3 7/8""Dx6 3/4""H
DESK, vintage large dark wood - 3 hardwood drawers, letter shelf, keyboard tray - $235
DIAMONDBACK's 'A' LOGO~handmade~BEAUTIFULLY CRAFTED METAL 13x9 - $25
DISHWASHER, General Electric - GE, 24"" inch, HARVEST GOLD - $85 
DISHWASHER, Hotpoint - 24 inch, panels-white, bisque (almond) or black - $75
DOOR KNOB - Polished & Antique Brass~2+1/2 knob - $4 
DRAWER KNOBS & FAUCET HANDLES unique Mexican hand painted ceramic - $5 
DRESSER 6 drawer~white with black accents~ - $175 
ENTERTAINMENT CENTER Oak-look ~ 10 surfaces~2 with double glass doors - $75 
FAX MACHINE/Copier AT&T Fax 3520D telephone & copy machine - $30
FAX PAPER/Thermal paper Office DepotÃ‚Â® Brand, 1 inch Core, 164' Roll, 5 Rolls - $12 for all
FILM STRIP VIEWER and PROJECTOR with Audio cassette, Dukane V-P Matic - $175
FINIALS (2) cast iron - goes on the ends of drapery rods - $15 each
FLORAL ARRANGEMENT-PLAQUE-INVITATIONS-TISSUE BOX COVER - $22 ; Heart shaped WICKER BASKET with POTPOURRI - $18 ; ceramic bronze colored wall PLAQUE 17x8.5 - $33
HAIR CURLING IRON ~ I have 5 different kinds, take your pick - $15 each
HAIR DRYER ~ Vintage Portable Lady Sunbeam - $35
HOSES (10) Garden HOSES many sizes & types/hose pieces - $1 & up
INTERCOM, Archer Two-Station wired intercom system operates on 1 DC 9v - $44 
INTERCOM, Radio Shack 900MHz WIRELESS INTERCOM w/Audio and Weather Radio Input - $54 
INVITATIONS, BIRTHDAY & PARTY $4 Flavia by applause 10 invitations + 10 seals in each packet - $4 each packet
IRON ~ MAGIC STEAMER The Iron That Steams Small Portable TRAVEL IRON - $12
KEYBOARD TRAY, LARGE quality slideout sits on top of desk, monitor sits on top - $25
LAMP SHADES (4) 8 inch Small Pleated - $8 each
LAWN MOWER, BLACK & DECKER Lawn Hog Electric Lawn Mower 19"" Mulching Mower MM875 - $75 NOT WORKING 
Electric Lawn Mower PARTS- Wheels,Blades,Flaps,Fans,Brushes+more - $1 & up email me for list 
LIFE Magazine - The Best of LIFE-The best pictures over 36 yrs '36-'72 - $50 
LIFE Magazine - LIFE The First Decade - 200 vintage photographs - $100
LIGHT FIXTURE ~ Mexican hand made twisted iron - $185 
LIGHT FIXTURES, Florescent 2x2, 2x4, garage, shop, kitchen, utility - $20 & $30 
MARY KAY ~ Flip Chart, Tote, Case, 4 Mirrors, 20 Trays, 2 Notebooks - $35 
MITER BOX (3) - $12 each
ORGANIZERS (19) Corrugated PARTS BINS/cardboard bin boxes - $5
Oven elements, OVEN PARTS, Oven Thermostats, Range elements + - $25
Phoenix Suns cup 1993-1994 AUTOGRAPHED CUP by the entire team - $20
PRINTER CABLES (5) - IEEE 1284 Printer Cable DB-25 to Centronics 6'&15' - $8 
RADIO ~ Boom Box Stereo Digital RADIO AM/FM/CD Cassette Recorder - $20
RADIO ~ compact Stereo ~ AM/FM RADIO~Dual Cassette~3 disk CD Player - $25
RADIO ~ AM car RADIO 1972-1973 Chrysler/Dodge Motorola Mark III 3489 650 - $285
RADIO ~ ORIGINAL*1970's*CAR RADIO~AM/FM - Delco GM-1400 Push-Button RADIO - $475
RADIO ~ clip-on mini FM RADIO w/ Earphones - $7
Range elements/Range Parts/Stove Parts/Oven Parts - $16 
Remote Control ~ * VCR CO-PILOT * ~ Works on all VCR s - $19
SCANNER ~ UMAX Astra 600S FLATBED SCANNER legal size 14"" - $65
SHELVING UNIT ~ Heavy Duty Wood 4 Shelves 34.4""Wx9.25""Dx45.4""H - $55
SIGNS 2 neon ~ Imported Coffee & Tea; Gourmet Ware & Specialties - $375 each
SLIDE TRAYS (20) Sawyer's Rototray SLIDE TRAY 100 slide tray for 2x2 slides - $12 
SNOW SKIS-Cross Country Skis Golden Team Touring Fiberglas 210 - $90
8 lawn SPRINKLERS~garden sprinklers~water sprinklers from $2 - $5 
STEREO SYSTEM, Home in Cabinet~JVC~Turntable/Record Player~AM/FM Stereo Tuner/Receiver~Stereo Cassette Player/Rercorder~Speakers - $775 
Printer TABLE 3 Shelves 20.3Wx16Dx27H - $29
TABLE ~ Handy All-Purpose PRINTER TABLE on wheels~fixed & Adjustable Shelves - $42 
TELEPHONE ~ Plantronics M10 Amplifier CABLE with Quick Disconnect to Male Modular for H51 HEADSET CABLE - $15 
TELEPHONES ~ AT&T 5840 (3) phone expandable speakerphone CORDLESS TELEPHONE SYSTEM - $165
TELEPHONES (5) CORDLESS TELEPHONES: AT&T, GE, Panasonic, Southwestern Bell + more - $8 
TELEPHONES (6) Vintage ~2 desk, 2 trimline, 2 wall mount + accessories - $75 
THERMOS ~ Vintage Metal Dunkin Donuts Thermos orange & pink logo - $18
TIME CLOCK, Employee ~ Acroprint Time Recorder Co. - $285 
TIRE ~ Used motorcycle tire 21 inch front - $15
TISSUE BOX COVER Decorative Mauve pastel colors 5"" x 5"" x 6"" h - $22
TOILET Repair PARTS + Toilet Tank WATER SAVING DEVICE - various prices
TUNE-UP CHART 1953-1965 engine - $35
TV ~ Color 12 inch - $25  
VACUUM CLEANER, Car 12 volt + Attachments+15' Cord - $29
VACUUM CLEANER, HANDHELD 12 volt Oreck XL Auto - $29
VACUUM CLEANER, 12 volt DC Corded Car Vac + Attachment + 15' Cord + cloth bag - $25
VACUUM CLEANER ~ Eureka upright, bag type - $19 
VACUUM TUBE for a Homelite blower/vac - $7 
WEED SPRAYER / PESTICIDE SPRAYER professional backpack style 4 gal - $50 
weight lifting COLLARS - $35 a pair
WREATH made out of fabric cloth strips - $35 

and more!!!
   ",~ESTATE SALE!~GARAGE SALE~YARD SALE~Everything is For Sale! (Glendale 55th Ave & Bell)
110,https://phoenix.craigslist.org/wvl/gms/d/peoria-moving-sale/7441914080.html,"Moving Sale: Asian lacquer cabinet with mirror, love seat and recliner, large oak cabinet, cafe tables, SONOS speakers, China and bric a brac, tools, books, sandwich board sign, office equipment, space heaters, fans, light fixtures, some garden tools and more. 

8am - 2pm, Thursday Feb 10 - Sunday, Feb 13.
   ",MOVING SALE (SUN CITY)
111,https://phoenix.craigslist.org/cph/gms/d/phoenix-everything-must-go/7439354831.html,"Stop by Monday thru Sunday from 12Noon to Dark Everything must go including buses
427 S 31StAve VanBuren/31StAve
   ",Everything Must Go (Phoenix)
112,https://phoenix.craigslist.org/evl/gms/d/higley-moving-sale/7442244723.html,"Moving Sale- decorations, luggage, office/organization, clothing, shoes, shelving, curtains, bed linens, books, art/craft supplies, games, cd's, dvd's and more!",Moving Sale (GILBERT)
113,https://phoenix.craigslist.org/evl/gms/d/mesa-garage-moving-sale/7441572873.html,"Misc. Kitchen - small appliances, Crock Pot, Rice Cooker, Chairs, Toolbox, Misc Tools, Nighstand, Nearly New T-Fall Frying Pans, Kitchen Knives, 4 Drawer Hon Filing Cabinet, Brand New Sony DVD Player, much more, moving, must sell everything 
please don't come before 8am
   ",Garage / Moving Sale (Encore @ Eastmark)
114,https://phoenix.craigslist.org/nph/gms/d/phoenix-garage-sale-feb-12/7441234955.html,"see all of my ads here / or type in search JMR0212

southeast corner of 7th street and Union Hills, Rose Marie Lane is first street south of the Firestone / Basha's shopping center.

women's clothes
office supplies
household stuff -- Keurig, drapes, blankets
some electronics -- headphones

JMR0212",Garage Sale Feb 12 (north phoenix)
115,https://phoenix.craigslist.org/nph/gms/d/phoenix-spring-cleaning-garage-sale-feb/7439652051.html,"great garage sale coming up on Saturday February 12
7am to 11am

Rose Marie Lane -- southeast corner of Union Hills off 7th Street,
first street south of the Firestone and 2nd cul de sac on the right.

click here ""more ads by this user"" to see what we'll have for sale.
OR search term JMR0212

if you want something before Feb 12, contact us!
(I'll try to post more stuff as the sale approaches, so you can see)

women's clothing
tons of office supplies
household items
welding helmet
2 camping chairs with side tables attached

JMR0212
merlekins",spring cleaning garage sale Feb 12 (north phoenix)
116,https://phoenix.craigslist.org/cph/gms/d/phoenix-garage-sale/7442356384.html,"Garage/moving sale Saturday February 12, 2022
Dining room table with 6 chairs, 2 leaves - oak veneer
Sofa table and end table light oak
Oak book case
Misc linens, dishes, vintage serving pieces. Vintage Tea set. Books.
Large and XL men's clothing
Cash only
   ",GARAGE SALE (Laveen)
117,https://phoenix.craigslist.org/evl/gms/d/mesa-huge-garage-sale/7442402862.html,"Mini electronics.  Laptops,  mini race cars. Home decor , jewelry. Flat screen t.v.s , antiques . Native American art . Native American baskets . Home radio . High end home audio equipment.  Car audio.  First come first serve.","Huge garage sale (16344 e Bain bridge ave , fountain hills ,az)"
118,https://phoenix.craigslist.org/wvl/gms/d/surprise-yard-sale-hand-tools-and/7442288487.html,"Yard Sale
Lots of hand tools priced to sell fast!
Ceiling fan
Rolling appliance cart
Router
Bathroom wall cabinet
See pictures!
   ",Yard Sale - hand tools and houshold items (Sun City West)
119,https://flagstaff.craigslist.org/gms/d/cornville-garage-sale/7438044700.html,"Two 1/2 Ton Steel galvanized Loading Ramps load capacity 1000 lb, length 72”, width 9” $50
Exquisicat crystals litter five 8 lb bags.  Sells New for $29.99 each bag, will sell for $15 a bag or all for $60
Wall mounted mirror. The mirror is 22 1/2”X14” new never used $40
Queen size box spring clean great condition $20

Call or Text only ask for Margaret",Garage sale (Cottonwood)
